"gid","sid","dg","order","self_x","self_y","other_x","other_y","choice_x","q","v","s_y","s_x","r_y","r_x","self_z","other_z","pos_reciproc","drop","bf_consciousness","bf_openness","bf_extraversion","bf_agreeableness","bf_neuroticism","pe_D1_stud_natsci","pe_D1_stud_law","pe_D1_stud_socsci","pe_D1_stud_med","cogabil","pe_age","pe_female","pe_monthinc"
81,42010050501,1,9,330,330,680,1060,1,0,0,1,1,0,0,NA,NA,NA,0,6,26,6,11,8,0,0,1,0,9,19,1,500
81,42010050502,1,8,330,330,680,1060,1,0,0,1,1,0,0,NA,NA,NA,0,10,25,8,12,1,1,0,0,0,8,21,1,300
81,42010050603,1,9,330,330,680,1060,1,0,0,1,1,0,0,NA,NA,NA,0,1,13,10,10,-4,1,0,0,0,9,18,0,700
81,42010050704,1,9,330,330,680,1060,0,0,0,1,1,0,0,NA,NA,NA,0,8,23,13,7,2,1,0,0,0,10,19,0,450
81,42010050705,1,11,330,330,680,1060,0,0,0,1,1,0,0,NA,NA,NA,0,6,24,9,11,1,0,1,0,0,7,20,0,800
81,42010050706,1,16,330,330,680,1060,1,0,0,1,1,0,0,NA,NA,NA,0,8,23,2,8,11,1,0,0,0,6,20,1,400
81,42010051907,1,26,330,330,680,1060,0,0,0,1,1,0,0,NA,NA,NA,0,9,26,13,8,0,1,0,0,0,11,20,1,600
81,52010050501,1,17,330,330,680,1060,0,0,0,1,1,0,0,NA,NA,NA,0,6,13,3,11,2,1,0,0,0,5,21,0,400
81,52010050502,1,4,330,330,680,1060,0,0,0,1,1,0,0,NA,NA,NA,0,9,23,2,8,9,0,0,0,1,9,22,1,300
81,52010050704,1,3,330,330,680,1060,0,0,0,1,1,0,0,NA,NA,NA,0,5,23,12,11,4,1,0,0,0,10,21,1,1200
81,52010050705,1,1,330,330,680,1060,1,0,0,1,1,0,0,NA,NA,NA,0,8,25,11,8,5,1,0,0,0,7,31,1,1000
81,52010050706,1,10,330,330,680,1060,0,0,0,1,1,0,0,NA,NA,NA,0,10,26,4,10,6,1,0,0,0,5,20,1,120
81,52010051907,1,23,330,330,680,1060,0,0,0,1,1,0,0,NA,NA,NA,0,5,22,3,7,8,1,0,0,0,5,21,1,400
81,62010050501,1,26,330,330,680,1060,0,0,0,1,1,0,0,NA,NA,NA,0,4,22,5,10,0,1,0,0,0,10,21,0,600
81,62010050502,1,9,330,330,680,1060,0,0,0,1,1,0,0,NA,NA,NA,0,7,19,7,5,0,1,0,0,0,8,20,0,100
81,62010050704,1,25,330,330,680,1060,0,0,0,1,1,0,0,NA,NA,NA,0,7,14,6,5,7,1,0,0,0,11,21,0,250
81,62010050706,1,12,330,330,680,1060,0,0,0,1,1,0,0,NA,NA,NA,1,6,19,8,7,11,0,1,0,0,7,21,1,700
81,62010051907,1,21,330,330,680,1060,1,0,0,1,1,0,0,NA,NA,NA,0,12,26,6,12,4,1,0,0,0,6,19,1,200
81,72010050502,1,5,330,330,680,1060,0,0,0,1,1,0,0,NA,NA,NA,0,7,23,7,10,1,1,0,0,0,12,21,1,300
81,72010050603,1,8,330,330,680,1060,0,0,0,1,1,0,0,NA,NA,NA,0,7,23,8,5,3,0,0,1,0,4,24,0,800
81,72010050704,1,2,330,330,680,1060,1,0,0,1,1,0,0,NA,NA,NA,0,7,21,3,8,2,1,0,0,0,5,22,0,900
81,72010050705,1,11,330,330,680,1060,0,0,0,1,1,0,0,NA,NA,NA,0,10,20,4,10,5,1,0,0,0,6,20,0,250
81,72010050706,1,9,330,330,680,1060,0,0,0,1,1,0,0,NA,NA,NA,0,7,24,3,9,4,1,0,0,0,5,21,1,500
81,72010051907,1,10,330,330,680,1060,0,0,0,1,1,0,0,NA,NA,NA,0,5,22,2,10,-3,0,0,0,0,4,22,0,520
81,82010050501,1,1,330,330,680,1060,0,0,0,1,1,0,0,NA,NA,NA,0,9,20,11,5,6,1,0,0,0,6,25,1,1300
81,82010050502,1,13,330,330,680,1060,0,0,0,1,1,0,0,NA,NA,NA,0,10,17,2,9,1,0,0,1,0,9,21,0,1400
81,82010050603,1,18,330,330,680,1060,0,0,0,1,1,0,0,NA,NA,NA,0,10,17,10,12,-2,1,0,0,0,7,22,0,500
81,82010050704,1,16,330,330,680,1060,0,0,0,1,1,0,0,NA,NA,NA,0,9,21,9,9,0,1,0,0,0,8,22,0,900
81,82010050705,1,17,330,330,680,1060,1,0,0,1,1,0,0,NA,NA,NA,1,9,25,5,4,12,1,0,0,0,7,23,1,900
81,82010050706,1,1,330,330,680,1060,0,0,0,1,1,0,0,NA,NA,NA,0,3,20,5,12,3,1,0,0,0,3,22,0,300
81,82010051907,1,5,330,330,680,1060,0,0,0,1,1,0,0,NA,NA,NA,0,7,20,13,6,7,1,0,0,0,4,21,1,800
81,92010050501,1,24,330,330,680,1060,0,0,0,1,1,0,0,NA,NA,NA,0,6,25,3,11,9,1,0,0,0,11,20,1,200
81,92010050502,1,11,330,330,680,1060,0,0,0,1,1,0,0,NA,NA,NA,0,11,12,3,3,6,0,0,0,1,8,20,1,160
81,92010050603,1,25,330,330,680,1060,0,0,0,1,1,0,0,NA,NA,NA,0,7,22,13,6,10,0,1,0,0,3,22,1,500
81,92010050704,1,25,330,330,680,1060,0,0,0,1,1,0,0,NA,NA,NA,0,5,24,5,1,-2,0,0,1,0,6,26,0,500
81,92010050705,1,21,330,330,680,1060,0,0,0,1,1,0,0,NA,NA,NA,0,9,23,-1,6,7,0,0,0,1,10,38,0,1500
81,92010050706,1,3,330,330,680,1060,1,0,0,1,1,0,0,NA,NA,NA,0,10,20,2,12,-2,1,0,0,0,4,20,1,600
81,92010051907,1,18,330,330,680,1060,0,0,0,1,1,0,0,NA,NA,NA,0,0,21,13,12,12,1,0,0,0,6,22,1,600
81,102010050501,1,3,330,330,680,1060,1,0,0,1,1,0,0,NA,NA,NA,0,6,24,8,0,1,1,0,0,0,5,21,1,250
81,102010050502,1,3,330,330,680,1060,0,0,0,1,1,0,0,NA,NA,NA,0,2,27,8,7,2,1,0,0,0,7,19,0,1200
81,102010050603,1,26,330,330,680,1060,0,0,0,1,1,0,0,NA,NA,NA,0,5,25,-1,11,4,1,0,0,0,8,19,1,150
81,102010050704,1,21,330,330,680,1060,0,0,0,1,1,0,0,NA,NA,NA,0,4,25,6,8,2,1,0,0,0,11,22,0,700
81,102010050705,1,25,330,330,680,1060,0,0,0,1,1,0,0,NA,NA,NA,0,9,19,6,10,-1,1,0,0,0,8,21,0,250
81,102010050706,1,19,330,330,680,1060,1,0,0,1,1,0,0,NA,NA,NA,1,10,22,7,9,4,1,0,0,0,6,23,1,1200
81,102010051907,1,5,330,330,680,1060,0,0,0,1,1,0,0,NA,NA,NA,0,7,24,9,8,-3,1,0,0,0,4,19,0,680
81,112010050501,1,13,330,330,680,1060,0,0,0,1,1,0,0,NA,NA,NA,0,7,11,3,8,8,1,0,0,0,6,23,1,500
81,112010050502,1,7,330,330,680,1060,1,0,0,1,1,0,0,NA,NA,NA,0,8,24,10,10,-2,0,0,0,1,7,21,1,400
81,112010050603,1,24,330,330,680,1060,0,0,0,1,1,0,0,NA,NA,NA,0,10,22,9,4,1,0,0,1,0,3,21,0,2200
81,112010050704,1,15,330,330,680,1060,1,0,0,1,1,0,0,NA,NA,NA,0,10,22,6,6,2,1,0,0,0,6,20,1,500
81,112010050706,1,24,330,330,680,1060,0,0,0,1,1,0,0,NA,NA,NA,0,10,28,11,10,0,0,0,1,0,8,37,1,600
81,112010051907,1,22,330,330,680,1060,0,0,0,1,1,0,0,NA,NA,NA,0,5,19,2,5,-4,1,0,0,0,6,23,0,550
81,122010050501,1,11,330,330,680,1060,0,0,0,1,1,0,0,NA,NA,NA,0,7,25,9,0,10,0,0,0,0,9,24,1,1200
81,122010050502,1,9,330,330,680,1060,0,0,0,1,1,0,0,NA,NA,NA,0,11,20,3,9,3,1,0,0,0,10,21,0,600
81,122010050603,1,12,330,330,680,1060,1,0,0,1,1,0,0,NA,NA,NA,1,7,21,0,5,8,0,0,0,0,5,21,1,600
81,122010050704,1,15,330,330,680,1060,0,0,0,1,1,0,0,NA,NA,NA,0,8,23,11,7,4,0,0,0,0,3,27,0,1000
81,122010050705,1,6,330,330,680,1060,0,0,0,1,1,0,0,NA,NA,NA,0,7,22,11,-2,-3,0,1,0,0,8,21,1,400
81,122010050706,1,22,330,330,680,1060,0,0,0,1,1,0,0,NA,NA,NA,0,9,16,6,7,2,0,1,0,0,3,20,0,1000
81,122010051907,1,26,330,330,680,1060,0,0,0,1,1,0,0,NA,NA,NA,0,8,17,8,6,6,0,0,0,1,8,20,1,150
81,132010050501,1,3,330,330,680,1060,0,0,0,1,1,0,0,NA,NA,NA,0,3,16,6,11,7,1,0,0,0,5,23,0,160
81,132010050502,1,15,330,330,680,1060,0,0,0,1,1,0,0,NA,NA,NA,0,13,24,10,7,-2,0,1,0,0,7,22,0,1000
81,132010050603,1,6,330,330,680,1060,1,0,0,1,1,0,0,NA,NA,NA,0,9,26,13,11,2,0,0,0,0,5,23,1,1200
81,132010050704,1,4,330,330,680,1060,0,0,0,1,1,0,0,NA,NA,NA,0,6,19,-2,12,6,1,0,0,0,11,22,0,1500
81,132010050705,1,10,330,330,680,1060,0,0,0,1,1,0,0,NA,NA,NA,0,-1,23,7,8,1,1,0,0,0,10,21,0,500
81,132010050706,1,3,330,330,680,1060,1,0,0,1,1,0,0,NA,NA,NA,1,7,19,11,5,7,0,0,0,1,2,21,1,1500
81,132010051907,1,16,330,330,680,1060,0,0,0,1,1,0,0,NA,NA,NA,0,3,22,13,4,2,1,0,0,0,5,21,0,500
81,142010050501,1,2,330,330,680,1060,1,0,0,1,1,0,0,NA,NA,NA,0,11,25,-3,13,4,0,0,1,0,3,30,1,0
81,142010050502,1,13,330,330,680,1060,1,0,0,1,1,0,0,NA,NA,NA,0,5,16,1,4,3,1,0,0,0,6,21,0,200
81,142010050603,1,16,330,330,680,1060,0,0,0,1,1,0,0,NA,NA,NA,0,3,20,0,6,12,1,0,0,0,4,21,1,400
81,142010050704,1,11,330,330,680,1060,0,0,0,1,1,0,0,NA,NA,NA,0,6,24,10,7,2,1,0,0,0,11,20,0,1500
81,142010050705,1,25,330,330,680,1060,0,0,0,1,1,0,0,NA,NA,NA,0,5,23,-2,9,-2,0,0,0,0,7,21,1,4500
81,142010050706,1,7,330,330,680,1060,0,0,0,1,1,0,0,NA,NA,NA,0,12,23,9,4,2,0,0,1,0,5,26,1,2000
81,142010051907,1,16,330,330,680,1060,0,0,0,1,1,0,0,NA,NA,NA,0,6,13,6,8,7,1,0,0,0,10,19,1,1000
81,152010050501,1,3,330,330,680,1060,1,0,0,1,1,0,0,NA,NA,NA,0,10,22,13,8,9,1,0,0,0,8,22,1,700
81,152010050502,1,10,330,330,680,1060,0,0,0,1,1,0,0,NA,NA,NA,0,7,21,5,8,3,1,0,0,0,9,22,0,750
81,152010050603,1,26,330,330,680,1060,0,0,0,1,1,0,0,NA,NA,NA,0,0,25,4,5,0,1,0,0,0,6,19,0,600
81,152010050704,1,24,330,330,680,1060,0,0,0,1,1,0,0,NA,NA,NA,0,11,23,3,9,11,1,0,0,0,9,20,0,700
81,152010050705,1,25,330,330,680,1060,0,0,0,1,1,0,0,NA,NA,NA,0,10,22,2,7,-3,0,0,0,0,8,21,1,1000
81,152010050706,1,22,330,330,680,1060,1,0,0,1,1,0,0,NA,NA,NA,1,4,20,7,10,-4,1,0,0,0,4,21,0,1000
81,152010051907,1,5,330,330,680,1060,0,0,0,1,1,0,0,NA,NA,NA,0,11,26,10,6,1,0,0,1,0,6,23,1,1000
81,162010050501,1,17,330,330,680,1060,0,0,0,1,1,0,0,NA,NA,NA,0,9,27,10,7,-3,1,0,0,0,7,21,1,1000
81,162010050502,1,12,330,330,680,1060,1,0,0,1,1,0,0,NA,NA,NA,1,10,24,9,10,0,0,0,0,1,6,21,1,500
81,162010050603,1,14,330,330,680,1060,0,0,0,1,1,0,0,NA,NA,NA,0,13,20,9,9,2,1,0,0,0,6,22,1,1000
81,162010050704,1,25,330,330,680,1060,0,0,0,1,1,0,0,NA,NA,NA,0,5,23,12,10,0,0,0,0,0,5,22,1,900
81,162010050705,1,19,330,330,680,1060,1,0,0,1,1,0,0,NA,NA,NA,0,11,20,4,9,9,0,0,0,1,8,20,1,200
81,162010050706,1,10,330,330,680,1060,0,0,0,1,1,0,0,NA,NA,NA,0,5,18,2,8,3,1,0,0,0,10,21,0,700
81,162010051907,1,10,330,330,680,1060,0,0,0,1,1,0,0,NA,NA,NA,0,2,23,1,11,4,0,0,0,0,6,20,1,1000
81,172010050501,1,19,330,330,680,1060,0,0,0,1,1,0,0,NA,NA,NA,1,7,20,5,6,3,0,0,0,0,9,21,0,300
81,172010050502,1,26,330,330,680,1060,0,0,0,1,1,0,0,NA,NA,NA,0,5,18,1,11,3,1,0,0,0,8,21,0,200
81,172010050603,1,19,330,330,680,1060,1,0,0,1,1,0,0,NA,NA,NA,0,7,15,7,9,8,0,0,0,0,1,34,0,960
81,172010050704,1,26,330,330,680,1060,1,0,0,1,1,0,0,NA,NA,NA,1,5,25,6,5,8,1,0,0,0,8,23,0,1000
81,172010050705,1,25,330,330,680,1060,0,0,0,1,1,0,0,NA,NA,NA,0,6,24,1,9,9,1,0,0,0,6,22,1,300
81,172010050706,1,11,330,330,680,1060,0,0,0,1,1,0,0,NA,NA,NA,0,13,23,11,10,10,1,0,0,0,9,20,1,400
81,182010050501,1,5,330,330,680,1060,1,0,0,1,1,0,0,NA,NA,NA,0,6,17,6,4,12,0,0,0,1,10,20,1,500
81,182010050502,1,7,330,330,680,1060,0,0,0,1,1,0,0,NA,NA,NA,0,8,19,6,8,1,0,0,0,1,6,20,0,200
81,182010050603,1,16,330,330,680,1060,1,0,0,1,1,0,0,NA,NA,NA,0,1,24,4,1,9,0,0,0,0,7,22,0,900
81,182010050704,1,16,330,330,680,1060,0,0,0,1,1,0,0,NA,NA,NA,0,7,18,8,9,-1,1,0,0,0,6,21,0,500
81,182010050705,1,2,330,330,680,1060,0,0,0,1,1,0,0,NA,NA,NA,0,7,19,12,6,9,1,0,0,0,4,20,1,600
81,182010050706,1,6,330,330,680,1060,0,0,0,1,1,0,0,NA,NA,NA,0,8,23,5,10,-2,1,0,0,0,10,24,0,250
81,192010050501,1,21,330,330,680,1060,0,0,0,1,1,0,0,NA,NA,NA,0,10,23,7,12,2,1,0,0,0,8,21,1,50
81,192010050502,1,11,330,330,680,1060,1,0,0,1,1,0,0,NA,NA,NA,1,9,14,13,5,7,1,0,0,0,7,21,1,800
81,192010050603,1,23,330,330,680,1060,1,0,0,1,1,0,0,NA,NA,NA,0,6,18,5,6,5,1,0,0,0,2,20,1,500
81,192010050704,1,17,330,330,680,1060,0,0,0,1,1,0,0,NA,NA,NA,0,10,28,12,13,-1,0,0,0,0,6,23,1,1300
81,192010050705,1,4,330,330,680,1060,1,0,0,1,1,0,0,NA,NA,NA,0,5,20,1,8,9,0,0,0,0,8,21,1,200
81,192010050706,1,22,330,330,680,1060,0,0,0,1,1,0,0,NA,NA,NA,0,9,23,3,3,10,1,0,0,0,2,21,1,250
81,202010050501,1,10,330,330,680,1060,0,0,0,1,1,0,0,NA,NA,NA,0,7,24,11,9,8,0,1,0,0,8,27,1,700
81,202010050502,1,13,330,330,680,1060,0,0,0,1,1,0,0,NA,NA,NA,0,-3,17,-1,6,3,1,0,0,0,7,21,0,1300
81,202010050704,1,22,330,330,680,1060,1,0,0,1,1,0,0,NA,NA,NA,1,5,21,4,9,7,1,0,0,0,10,21,0,350
81,202010050705,1,12,330,330,680,1060,0,0,0,1,1,0,0,NA,NA,NA,0,10,22,7,8,2,1,0,0,0,8,21,0,550
81,202010050706,1,14,330,330,680,1060,0,0,0,1,1,0,0,NA,NA,NA,0,5,21,6,12,6,0,0,0,1,7,19,0,100
81,212010050501,1,16,330,330,680,1060,0,0,0,1,1,0,0,NA,NA,NA,0,10,20,13,5,0,0,0,0,1,5,22,1,500
81,212010050502,1,21,330,330,680,1060,1,0,0,1,1,0,0,NA,NA,NA,0,12,16,8,10,9,1,0,0,0,6,20,1,150
81,212010050704,1,2,330,330,680,1060,1,0,0,1,1,0,0,NA,NA,NA,1,3,18,6,5,-1,1,0,0,0,7,21,1,200
81,212010050705,1,2,330,330,680,1060,0,0,0,1,1,0,0,NA,NA,NA,0,10,24,0,11,8,0,0,0,1,6,32,0,1000
81,212010050706,1,10,330,330,680,1060,0,0,0,1,1,0,0,NA,NA,NA,0,11,20,5,8,5,1,0,0,0,6,21,1,300
81,222010050501,1,21,330,330,680,1060,0,0,0,1,1,0,0,NA,NA,NA,0,4,17,3,8,1,1,0,0,0,8,22,0,500
81,222010050502,1,20,330,330,680,1060,1,0,0,1,1,0,0,NA,NA,NA,0,-2,25,13,10,7,0,1,0,0,10,20,1,1050
81,222010050704,1,26,330,330,680,1060,0,0,0,1,1,0,0,NA,NA,NA,0,6,24,12,11,7,1,0,0,0,5,20,0,220
81,222010050705,1,13,330,330,680,1060,0,0,0,1,1,0,0,NA,NA,NA,0,11,25,8,7,3,0,0,0,1,5,20,1,800
81,232010050501,1,26,330,330,680,1060,0,0,0,1,1,0,0,NA,NA,NA,0,9,26,9,13,-1,1,0,0,0,8,19,0,250
81,232010050502,1,14,330,330,680,1060,0,0,0,1,1,0,0,NA,NA,NA,0,6,17,6,4,3,0,0,0,1,6,20,0,750
81,232010050704,1,12,330,330,680,1060,0,0,0,1,1,0,0,NA,NA,NA,0,3,10,1,10,2,1,0,0,0,7,21,0,650
81,242010050501,1,6,330,330,680,1060,1,0,0,1,1,0,0,NA,NA,NA,0,7,22,6,12,3,1,0,0,0,5,21,1,150
81,242010050704,1,5,330,330,680,1060,0,0,0,1,1,0,0,NA,NA,NA,0,2,9,3,8,13,1,0,0,0,6,21,1,1000
81,242010050705,1,24,330,330,680,1060,0,0,0,1,1,0,0,NA,NA,NA,0,8,25,4,9,4,0,0,0,0,10,22,0,500
81,252010050501,1,10,330,330,680,1060,1,0,0,1,1,0,0,NA,NA,NA,0,9,22,7,7,5,1,0,0,0,12,23,0,1000
81,252010050502,1,3,330,330,680,1060,0,0,0,1,1,0,0,NA,NA,NA,0,12,25,6,8,6,1,0,0,0,9,22,0,300
81,252010050704,1,2,330,330,680,1060,0,0,0,1,1,0,0,NA,NA,NA,0,8,16,1,4,8,1,0,0,0,8,36,0,800
81,252010050705,1,4,330,330,680,1060,0,0,0,1,1,0,0,NA,NA,NA,0,4,23,6,9,2,1,0,0,0,7,20,0,700
81,262010050501,1,14,330,330,680,1060,1,0,0,1,1,0,0,NA,NA,NA,0,10,15,4,11,11,1,0,0,0,10,21,0,150
81,262010050502,1,13,330,330,680,1060,1,0,0,1,1,0,0,NA,NA,NA,0,5,20,8,10,0,1,0,0,0,9,21,1,200
81,262010050704,1,1,330,330,680,1060,0,0,0,1,1,0,0,NA,NA,NA,0,3,24,8,11,12,0,0,1,0,3,23,1,800
81,262010050705,1,13,330,330,680,1060,0,0,0,1,1,0,0,NA,NA,NA,0,4,14,7,11,4,1,0,0,0,12,20,1,400
81,272010050501,1,26,330,330,680,1060,0,0,0,1,1,0,0,NA,NA,NA,0,7,24,5,11,5,1,0,0,0,9,21,0,500
81,272010050502,1,21,330,330,680,1060,0,0,0,1,1,0,0,NA,NA,NA,0,9,24,12,9,3,1,0,0,0,11,20,1,300
81,272010050704,1,3,330,330,680,1060,0,0,0,1,1,0,0,NA,NA,NA,0,6,17,9,13,-2,1,0,0,0,9,20,0,500
81,272010050705,1,1,330,330,680,1060,0,0,0,1,1,0,0,NA,NA,NA,0,9,14,12,7,2,0,0,1,0,5,20,1,800
81,282010050501,1,13,330,330,680,1060,1,0,0,1,1,0,0,NA,NA,NA,0,7,23,4,11,8,0,0,1,0,5,20,1,700
81,282010050502,1,15,330,330,680,1060,0,0,0,1,1,0,0,NA,NA,NA,0,6,17,1,11,4,0,0,1,0,6,22,0,750
81,282010050704,1,19,330,330,680,1060,1,0,0,1,1,0,0,NA,NA,NA,0,11,18,4,7,9,0,0,0,0,8,23,1,700
81,282010050705,1,2,330,330,680,1060,0,0,0,1,1,0,0,NA,NA,NA,0,5,23,4,7,-1,1,0,0,0,11,24,0,700
81,292010050501,1,6,330,330,680,1060,1,0,0,1,1,0,0,NA,NA,NA,0,3,23,5,10,4,1,0,0,0,8,23,1,800
81,292010050502,1,3,330,330,680,1060,0,0,0,1,1,0,0,NA,NA,NA,1,10,26,8,6,-2,0,0,0,1,11,21,0,300
81,292010050705,1,2,330,330,680,1060,0,0,0,1,1,0,0,NA,NA,NA,0,11,17,1,7,4,0,0,0,1,9,21,1,500
81,302010050501,1,18,330,330,680,1060,1,0,0,1,1,0,0,NA,NA,NA,0,10,19,7,7,7,1,0,0,0,10,20,1,500
81,302010050502,1,2,330,330,680,1060,0,0,0,1,1,0,0,NA,NA,NA,0,8,19,2,9,3,0,0,1,0,7,22,1,500
81,302010050705,1,21,330,330,680,1060,0,0,0,1,1,0,0,NA,NA,NA,0,3,21,5,4,-2,0,0,1,0,7,25,1,600
81,312010050501,1,11,330,330,680,1060,0,0,0,1,1,0,0,NA,NA,NA,0,5,22,8,5,3,0,1,0,0,7,26,0,800
81,312010050502,1,23,330,330,680,1060,0,0,0,1,1,0,0,NA,NA,NA,0,11,25,8,11,0,1,0,0,0,3,19,0,500
81,312010050705,1,16,330,330,680,1060,0,0,0,1,1,0,0,NA,NA,NA,0,5,18,0,11,1,1,0,0,0,12,20,0,500
81,322010050501,1,12,330,330,680,1060,1,0,0,1,1,0,0,NA,NA,NA,0,6,18,8,8,8,0,0,0,1,6,20,1,450
81,332010050501,1,18,330,330,680,1060,1,0,0,1,1,0,0,NA,NA,NA,0,7,19,8,7,-1,0,0,0,1,6,20,0,600
81,342010050501,1,7,330,330,680,1060,0,0,0,1,1,0,0,NA,NA,NA,0,10,17,0,9,7,0,0,0,1,8,20,1,300
81,352010050501,1,5,330,330,680,1060,1,0,0,1,1,0,0,NA,NA,NA,0,13,24,7,8,3,0,0,0,1,6,21,1,150
81,362010050501,1,15,330,330,680,1060,1,0,0,1,1,0,0,NA,NA,NA,1,2,16,6,4,1,0,0,0,1,4,21,0,220
90,12010050501,0,27,350,310,680,1060,1,1,0,1,1,0,0,170,1200,1,0,9,17,4,11,-1,1,0,0,0,3,21,1,400
90,12010050502,0,25,350,310,680,1060,1,1,0,1,1,0,0,170,1200,1,0,5,22,4,7,7,1,0,0,0,7,21,0,800
90,12010050603,0,21,350,310,680,1060,1,1,0,1,1,0,0,170,1200,1,0,4,18,4,9,7,0,0,1,0,3,23,0,800
90,12010050704,0,26,350,310,680,1060,1,1,0,1,1,0,0,170,1200,1,0,8,17,1,10,7,1,0,0,0,9,22,0,500
90,12010050705,0,28,350,310,680,1060,0,1,0,1,1,0,0,170,1200,1,0,10,15,-3,12,0,0,0,0,1,4,19,1,350
90,12010050706,0,28,350,310,680,1060,1,1,0,1,1,0,0,170,1200,1,0,7,23,10,6,4,0,1,0,0,6,20,1,300
90,12010051907,0,15,350,310,680,1060,1,1,0,1,1,0,0,170,1200,1,0,5,18,3,7,-1,1,0,0,0,11,23,0,500
90,22010050501,0,47,350,310,680,1060,1,1,0,1,1,0,0,170,1200,1,0,1,25,2,10,6,1,0,0,0,4,21,0,800
90,22010050603,0,40,350,310,680,1060,0,1,0,1,1,0,0,170,1200,1,0,6,20,10,5,3,1,0,0,0,7,21,0,500
90,22010050704,0,30,350,310,680,1060,1,1,0,1,1,0,0,170,1200,1,0,5,19,4,6,2,1,0,0,0,7,20,1,200
90,22010050705,0,16,350,310,680,1060,1,1,0,1,1,0,0,170,1200,1,0,7,18,7,10,3,1,0,0,0,6,20,1,350
90,22010050706,0,49,350,310,680,1060,1,1,0,1,1,0,0,170,1200,1,0,3,13,11,10,9,1,0,0,0,6,21,1,200
90,22010051907,0,17,350,310,680,1060,0,1,0,1,1,0,0,170,1200,1,0,5,16,-2,10,8,1,0,0,0,6,26,0,200
90,32010050501,0,42,350,310,680,1060,0,1,0,1,1,0,0,170,1200,1,0,7,24,5,10,4,1,0,0,0,9,20,0,300
90,32010050502,0,50,350,310,680,1060,1,1,0,1,1,0,0,170,1200,1,0,10,26,5,3,3,1,0,0,0,10,19,1,550
90,32010050603,0,42,350,310,680,1060,0,1,0,1,1,0,0,170,1200,1,0,7,26,7,9,8,0,1,0,0,7,21,1,1000
90,32010050704,0,12,350,310,680,1060,0,1,0,1,1,0,0,170,1200,1,0,4,27,1,9,-4,0,0,1,0,10,20,1,450
90,32010050705,0,19,350,310,680,1060,0,1,0,1,1,0,0,170,1200,1,0,3,25,12,7,13,0,0,0,0,4,24,0,2300
90,32010050706,0,11,350,310,680,1060,1,1,0,1,1,0,0,170,1200,1,0,12,19,7,8,10,0,0,0,1,7,21,1,750
90,32010051907,0,24,350,310,680,1060,0,1,0,1,1,0,0,170,1200,1,0,4,20,6,7,4,0,1,0,0,8,22,0,300
90,42010050501,0,33,350,310,680,1060,1,1,0,1,1,0,0,170,1200,1,0,6,26,6,11,8,0,0,1,0,9,19,1,500
90,42010050502,0,28,350,310,680,1060,1,1,0,1,1,0,0,170,1200,1,0,10,25,8,12,1,1,0,0,0,8,21,1,300
90,42010050603,0,28,350,310,680,1060,1,1,0,1,1,0,0,170,1200,1,0,1,13,10,10,-4,1,0,0,0,9,18,0,700
90,42010050704,0,41,350,310,680,1060,1,1,0,1,1,0,0,170,1200,1,0,8,23,13,7,2,1,0,0,0,10,19,0,450
90,42010050705,0,27,350,310,680,1060,1,1,0,1,1,0,0,170,1200,1,0,6,24,9,11,1,0,1,0,0,7,20,0,800
90,42010050706,0,40,350,310,680,1060,0,1,0,1,1,0,0,170,1200,1,0,8,23,2,8,11,1,0,0,0,6,20,1,400
90,42010051907,0,12,350,310,680,1060,0,1,0,1,1,0,0,170,1200,1,0,9,26,13,8,0,1,0,0,0,11,20,1,600
90,52010050501,0,32,350,310,680,1060,0,1,0,1,1,0,0,170,1200,1,0,6,13,3,11,2,1,0,0,0,5,21,0,400
90,52010050502,0,26,350,310,680,1060,0,1,0,1,1,0,0,170,1200,1,0,9,23,2,8,9,0,0,0,1,9,22,1,300
90,52010050704,0,42,350,310,680,1060,1,1,0,1,1,0,0,170,1200,1,0,5,23,12,11,4,1,0,0,0,10,21,1,1200
90,52010050705,0,29,350,310,680,1060,1,1,0,1,1,0,0,170,1200,1,0,8,25,11,8,5,1,0,0,0,7,31,1,1000
90,52010050706,0,12,350,310,680,1060,0,1,0,1,1,0,0,170,1200,1,0,10,26,4,10,6,1,0,0,0,5,20,1,120
90,52010051907,0,7,350,310,680,1060,0,1,0,1,1,0,0,170,1200,1,0,5,22,3,7,8,1,0,0,0,5,21,1,400
90,62010050501,0,19,350,310,680,1060,0,1,0,1,1,0,0,170,1200,1,0,4,22,5,10,0,1,0,0,0,10,21,0,600
90,62010050502,0,27,350,310,680,1060,1,1,0,1,1,0,0,170,1200,1,0,7,19,7,5,0,1,0,0,0,8,20,0,100
90,62010050704,0,34,350,310,680,1060,1,1,0,1,1,0,0,170,1200,1,0,7,14,6,5,7,1,0,0,0,11,21,0,250
90,62010050706,0,11,350,310,680,1060,0,1,0,1,1,0,0,170,1200,1,1,6,19,8,7,11,0,1,0,0,7,21,1,700
90,62010051907,0,40,350,310,680,1060,1,1,0,1,1,0,0,170,1200,1,0,12,26,6,12,4,1,0,0,0,6,19,1,200
90,72010050502,0,41,350,310,680,1060,1,1,0,1,1,0,0,170,1200,1,0,7,23,7,10,1,1,0,0,0,12,21,1,300
90,72010050603,0,10,350,310,680,1060,1,1,0,1,1,0,0,170,1200,1,0,7,23,8,5,3,0,0,1,0,4,24,0,800
